(reinforcement) C:\Users\Kelvin\Desktop\reinforcement learning\Chapter 7>python 03_dqn_double.py --cuda --double
687280: done 383 games, mean reward 17.340, speed 51.34 f/s, eps 0.02
689099: done 384 games, mean reward 17.360, speed 51.98 f/s, eps 0.02
690793: done 385 games, mean reward 17.360, speed 52.04 f/s, eps 0.02
692621: done 386 games, mean reward 17.330, speed 52.16 f/s, eps 0.02
694803: done 387 games, mean reward 17.370, speed 51.78 f/s, eps 0.02
696557: done 388 games, mean reward 17.370, speed 52.18 f/s, eps 0.02
698639: done 389 games, mean reward 17.360, speed 52.27 f/s, eps 0.02
700524: done 390 games, mean reward 17.390, speed 52.17 f/s, eps 0.02
702842: done 391 games, mean reward 17.330, speed 52.34 f/s, eps 0.02
705232: done 392 games, mean reward 17.310, speed 52.10 f/s, eps 0.02
707118: done 393 games, mean reward 17.310, speed 51.83 f/s, eps 0.02
709107: done 394 games, mean reward 17.310, speed 52.41 f/s, eps 0.02
711020: done 395 games, mean reward 17.300, speed 51.86 f/s, eps 0.02
713026: done 396 games, mean reward 17.340, speed 52.50 f/s, eps 0.02
714804: done 397 games, mean reward 17.410, speed 52.49 f/s, eps 0.02
716677: done 398 games, mean reward 17.490, speed 52.39 f/s, eps 0.02
718486: done 399 games, mean reward 17.470, speed 52.11 f/s, eps 0.02
720194: done 400 games, mean reward 17.500, speed 52.28 f/s, eps 0.02
722345: done 401 games, mean reward 17.530, speed 51.98 f/s, eps 0.02
724276: done 402 games, mean reward 17.520, speed 52.56 f/s, eps 0.02
726122: done 403 games, mean reward 17.520, speed 51.91 f/s, eps 0.02
727942: done 404 games, mean reward 17.620, speed 52.25 f/s, eps 0.02
730459: done 405 games, mean reward 17.550, speed 52.19 f/s, eps 0.02
732597: done 406 games, mean reward 17.550, speed 52.41 f/s, eps 0.02
734227: done 407 games, mean reward 17.660, speed 52.00 f/s, eps 0.02
736240: done 408 games, mean reward 17.640, speed 52.05 f/s, eps 0.02
738264: done 409 games, mean reward 17.630, speed 52.19 f/s, eps 0.02
739895: done 410 games, mean reward 17.650, speed 52.35 f/s, eps 0.02
741525: done 411 games, mean reward 17.700, speed 52.11 f/s, eps 0.02
743506: done 412 games, mean reward 17.680, speed 52.03 f/s, eps 0.02
745428: done 413 games, mean reward 17.850, speed 52.01 f/s, eps 0.02
747455: done 414 games, mean reward 17.850, speed 52.27 f/s, eps 0.02
749364: done 415 games, mean reward 17.880, speed 52.29 f/s, eps 0.02
751373: done 416 games, mean reward 17.850, speed 52.10 f/s, eps 0.02
753236: done 417 games, mean reward 17.860, speed 52.15 f/s, eps 0.02
754964: done 418 games, mean reward 17.890, speed 52.00 f/s, eps 0.02
756596: done 419 games, mean reward 17.910, speed 51.81 f/s, eps 0.02
758858: done 420 games, mean reward 17.870, speed 52.19 f/s, eps 0.02
760491: done 421 games, mean reward 17.900, speed 52.34 f/s, eps 0.02
762361: done 422 games, mean reward 17.920, speed 52.14 f/s, eps 0.02
764059: done 423 games, mean reward 17.950, speed 52.30 f/s, eps 0.02
765850: done 424 games, mean reward 17.950, speed 52.28 f/s, eps 0.02
767671: done 425 games, mean reward 17.950, speed 52.28 f/s, eps 0.02
769369: done 426 games, mean reward 17.980, speed 51.79 f/s, eps 0.02
771033: done 427 games, mean reward 18.030, speed 52.16 f/s, eps 0.02
Solved in 771033 frames!
